"","cntry","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
"22490","IS",7,8,7,5,5,5,5,7,5,7,6,8,7,8,8,7
"22491","IS",6,7,8,6,7,6,8,8,7,8,9,8,7,8,8,8
"22492","IS",3,3,5,3,3,4,8,5,0,3,2,3,3,8,5,5
"22493","IS",8,9,9,6,6,8,9,10,4,7,9,7,7,7,10,9
"22494","IS",8,8,10,7,8,8,10,10,6,4,7,8,7,10,8,9
"22495","IS",7,6,8,5,5,7,8,9,2,5,7,8,7,9,9,9
"22496","IS",2,4,2,4,0,2,5,9,0,0,0,5,7,5,8,5
"22497","IS",3,7,6,1,0,2,7,8,5,2,4,4,6,8,5,8
"22498","IS",8,10,10,8,8,10,10,10,8,8,10,8,8,8,10,8
"22499","IS",5,5,7,5,5,5,7,8,5,5,8,7,6,5,9,5
"22500","IS",8,7,8,6,6,8,9,9,6,5,7,6,6,8,7,8
"22501","IS",8,10,10,7,7,8,9,8,2,2,7,5,6,8,5,4
"22502","IS",7,8,8,7,6,7,8,7,5,5,6,7,7,8,8,7
"22503","IS",8,9,9,7,7,3,3,8,6,6,8,8,9,9,9,9
"22504","IS",9,9,9,7,5,7,7,6,3,3,7,7,5,8,10,10
"22505","IS",9,10,10,9,8,10,10,9,8,8,10,8,8,9,10,10
"22506","IS",5,6,8,5,5,5,7,8,6,5,6,5,8,6,6,6
"22507","IS",7,6,8,8,7,9,9,10,7,6,9,7,7,9,10,10
"22508","IS",6,3,7,5,5,6,7,8,6,6,7,7,7,8,8,8
"22509","IS",4,5,8,2,4,8,8,8,2,3,5,8,4,5,5,5
"22510","IS",8,9,10,7,7,8,8,10,1,5,7,7,6,6,9,9
"22511","IS",7,7,7,6,7,7,7,8,7,2,8,8,7,9,9,9
"22512","IS",5,4,6,5,6,7,6,8,4,3,6,6,3,7,4,4
"22513","IS",7,7,8,6,6,4,7,10,7,5,8,7,8,6,6,7
"22514","IS",6,6,7,6,6,4,5,8,2,2,8,4,6,7,8,7
"22515","IS",7,6,8,8,5,4,5,7,1,5,4,7,4,10,7,9
"22516","IS",6,9,10,8,6,4,9,10,7,8,9,9,9,6,7,7
"22517","IS",8,7,9,5,5,6,8,4,0,5,8,8,1,2,6,7
"22518","IS",1,5,7,3,7,8,7,9,1,3,7,8,1,0,0,0
"22519","IS",6,7,6,6,5,6,8,8,8,4,7,9,9,7,5,8
"22520","IS",8,5,7,7,7,7,8,9,7,7,7,6,8,8,8,8
"22521","IS",3,3,7,6,6,5,3,10,4,2,5,6,6,0,0,5
"22522","IS",8,5,8,7,7,7,5,8,8,7,8,8,9,8,8,8
"22523","IS",6,8,8,5,0,2,5,8,4,4,6,6,5,3,5,6
"22524","IS",7,5,10,5,7,7,6,7,2,3,5,6,2,5,9,9
"22525","IS",3,1,1,3,3,2,2,7,4,5,5,5,3,3,7,7
"22526","IS",5,3,5,6,4,2,6,7,5,2,4,5,5,5,2,3
"22527","IS",8,8,8,6,6,7,9,9,3,0,8,7,4,10,10,10
"22528","IS",9,10,10,6,6,8,10,9,2,5,6,8,4,8,8,9
"22529","IS",7,6,8,7,7,7,5,8,7,3,3,8,7,8,6,7
"22530","IS",8,9,9,3,3,7,9,7,6,7,4,4,8,8,8,8
"22531","IS",5,5,4,5,3,6,6,8,1,1,7,4,3,5,7,5
"22532","IS",5,4,7,4,4,6,7,8,4,5,7,7,4,7,7,8
"22533","IS",8,7,6,7,7,7,7,8,7,8,8,8,6,8,8,8
"22534","IS",7,7,8,6,5,5,5,9,7,7,6,8,7,6,5,5
"22535","IS",5,5,5,2,2,6,6,7,0,2,3,8,4,8,8,9
"22536","IS",9,9,9,8,7,9,8,10,5,8,8,8,6,8,10,9
"22537","IS",5,7,6,4,2,7,7,7,4,5,7,3,4,6,7,7
"22538","IS",8,9,9,7,6,8,10,8,8,7,9,9,9,8,8,7
"22539","IS",2,2,8,3,1,5,7,7,3,0,1,6,6,8,8,8
"22540","IS",4,7,8,1,1,5,6,9,4,1,5,4,4,8,8,8
"22541","IS",8,6,8,7,7,6,7,8,7,7,8,7,6,7,7,7
"22542","IS",6,8,9,5,4,7,8,7,3,1,8,5,3,7,8,7
"22543","IS",8,9,9,6,6,7,7,8,6,5,8,7,3,7,7,6
"22544","IS",7,7,8,5,5,8,9,10,6,6,9,8,8,10,8,5
"22545","IS",4,5,7,4,4,5,7,9,7,6,7,8,7,8,8,8
"22546","IS",8,8,8,6,6,8,10,7,6,6,5,6,6,8,8,8
"22547","IS",8,8,9,7,6,7,8,4,6,6,6,4,5,6,6,4
"22548","IS",2,3,6,1,1,3,5,8,5,2,1,4,5,10,6,6
"22549","IS",5,4,6,4,2,0,0,8,2,1,7,2,3,8,5,5
"22550","IS",7,6,7,4,4,6,6,8,2,1,8,8,6,10,9,10
"22551","IS",7,7,8,6,6,8,8,9,7,6,8,7,7,8,8,8
"22552","IS",4,6,8,3,2,0,1,5,2,2,2,3,3,3,3,3
"22553","IS",4,5,8,5,5,8,8,7,2,3,5,2,4,9,9,9
"22554","IS",4,3,5,3,4,5,5,9,3,4,4,4,3,7,5,7
"22555","IS",5,8,9,5,5,7,7,10,7,3,4,7,7,8,8,8
"22556","IS",9,9,9,8,8,9,9,9,5,3,9,6,7,8,9,9
"22557","IS",5,7,7,5,5,5,8,8,7,5,7,7,7,8,7,7
"22558","IS",6,7,8,6,6,6,8,7,4,4,5,7,6,8,7,8
"22559","IS",6,8,10,4,4,7,9,8,6,4,6,9,8,7,9,10
"22560","IS",3,0,10,1,2,4,8,10,5,1,2,8,8,8,7,7
"22561","IS",0,0,5,0,0,0,2,10,1,0,0,6,5,0,0,6
"22562","IS",8,8,8,5,5,5,8,8,4,4,6,6,6,8,5,7
"22563","IS",7,8,10,5,5,9,9,6,3,2,2,8,2,6,10,8
"22564","IS",4,4,6,4,6,3,6,6,3,4,4,6,6,7,3,4
"22565","IS",2,3,5,2,3,6,7,6,2,2,4,6,6,8,10,9
"22566","IS",3,6,8,2,2,2,1,7,3,2,7,6,7,4,3,5
"22567","IS",1,5,8,1,1,5,5,8,5,0,1,1,1,4,7,5
"22568","IS",10,8,10,9,8,8,10,10,6,7,10,8,8,8,10,10
"22569","IS",5,4,7,5,5,7,7,3,3,2,4,5,4,4,3,4
"22570","IS",6,8,8,6,6,7,7,8,6,3,4,5,5,7,8,8
"22571","IS",7,7,7,6,6,7,7,10,6,4,4,8,7,9,10,10
"22572","IS",8,0,3,5,1,9,5,10,0,4,2,1,0,5,8,9
"22573","IS",2,8,9,7,7,9,9,9,7,7,7,8,8,8,8,8
"22574","IS",6,7,10,6,6,9,7,8,3,2,5,8,2,9,9,8
"22575","IS",7,8,8,5,5,5,7,7,7,5,8,7,5,8,8,8
"22576","IS",6,6,7,6,6,8,6,10,7,7,8,7,6,6,6,6
"22577","IS",9,8,10,10,10,7,5,10,7,9,9,8,6,6,5,5
"22578","IS",8,8,8,5,3,8,9,8,6,6,7,6,7,7,8,7
"22579","IS",8,8,8,8,8,8,8,9,7,7,8,6,4,7,7,7
"22580","IS",5,6,10,3,3,7,3,10,8,7,5,8,10,10,2,10
"22581","IS",8,6,10,6,6,8,8,9,4,7,8,7,7,5,8,8
"22582","IS",7,8,8,5,7,8,9,8,4,7,7,8,8,7,8,8
"22583","IS",4,1,0,0,1,1,0,3,5,3,6,7,2,8,8,9
"22584","IS",8,7,10,7,7,5,5,8,8,7,9,4,5,5,2,5
"22585","IS",6,7,9,5,7,8,9,7,3,4,8,7,7,5,6,5
"22586","IS",7,7,7,6,6,7,6,6,6,6,7,7,8,7,8,8
"22587","IS",8,7,8,6,6,7,7,8,6,5,7,7,6,7,8,8
"22588","IS",2,2,6,2,2,3,5,4,2,2,4,4,4,4,5,3
"22589","IS",2,1,2,2,2,3,4,6,2,2,1,3,0,9,10,10
"22590","IS",8,9,9,7,7,7,8,9,9,7,9,8,9,6,8,8
"22591","IS",5,6,6,4,4,8,10,9,2,3,3,3,5,10,10,10
"22592","IS",7,6,6,7,7,6,6,8,6,6,7,6,4,6,7,7
"22593","IS",0,2,7,0,3,3,4,9,0,0,0,4,1,1,5,2
"22594","IS",4,7,8,3,3,2,3,8,4,4,5,4,3,7,5,5
"22595","IS",6,4,5,4,6,5,6,8,6,5,6,7,8,7,8,8
"22596","IS",4,8,6,3,3,2,9,4,6,2,8,3,6,1,2,4
"22597","IS",6,7,10,3,2,7,9,7,2,1,6,7,6,10,10,10
"22598","IS",5,3,7,5,5,5,8,8,2,3,9,2,3,5,6,5
"22599","IS",6,5,7,5,4,5,7,7,4,5,5,2,1,3,6,7
"22600","IS",7,7,8,6,6,6,7,9,5,5,6,7,7,7,7,7
"22601","IS",4,6,6,3,2,7,7,6,3,3,6,6,5,10,10,10
"22602","IS",5,6,5,4,4,6,4,6,4,4,6,8,6,7,10,10
"22603","IS",4,2,5,1,5,8,7,8,6,5,6,1,7,0,2,1
"22604","IS",7,7,9,4,2,5,1,8,0,0,4,7,3,5,3,4
"22605","IS",5,2,5,0,0,0,0,9,7,3,7,2,3,5,8,6
"22606","IS",5,7,8,7,7,5,5,7,3,5,6,7,6,5,8,5
"22607","IS",3,8,10,1,0,0,1,8,6,0,5,8,8,5,8,8
"22608","IS",6,4,5,5,5,5,5,6,5,2,4,7,3,7,8,8
"22609","IS",8,8,9,8,7,6,8,9,7,8,7,8,8,7,6,7
"22610","IS",6,10,10,5,5,5,5,10,4,5,7,7,7,10,10,10
"22611","IS",7,7,8,7,5,8,8,6,2,2,7,6,5,10,10,10
"22612","IS",7,7,7,6,6,6,7,8,5,6,7,4,4,8,9,9
"22613","IS",5,6,6,5,5,6,6,7,3,3,2,5,4,5,5,5
"22614","IS",5,5,7,5,3,5,7,10,4,6,6,5,2,10,10,10
"22615","IS",0,0,6,0,0,1,2,7,0,0,0,3,2,3,7,7
"22616","IS",5,8,8,2,1,5,1,9,2,0,4,8,8,5,3,3
"22617","IS",6,6,6,5,5,5,6,9,5,5,5,8,8,7,7,7
"22618","IS",7,7,9,7,7,7,8,5,3,4,5,7,2,8,5,5
"22619","IS",5,5,9,5,5,5,3,10,8,7,2,7,8,9,9,4
"22620","IS",5,6,8,4,4,4,5,8,1,4,4,7,4,0,0,2
"22621","IS",5,7,7,5,5,8,7,0,6,0,6,2,2,10,9,7
"22622","IS",6,8,9,6,6,7,6,8,7,5,7,8,8,5,5,5
"22623","IS",4,6,8,3,3,5,8,9,6,3,9,5,4,8,8,8
"22624","IS",6,7,7,5,4,5,7,8,5,4,5,5,5,5,7,7
"22625","IS",5,6,8,5,2,6,6,10,3,5,7,8,2,7,5,5
"22626","IS",9,9,9,8,8,8,8,8,5,7,7,6,7,5,7,7
"22627","IS",6,6,5,4,6,4,7,8,4,2,6,4,6,8,8,8
"22628","IS",5,4,8,5,2,1,5,5,3,7,4,5,4,6,6,5
"22629","IS",7,8,8,7,5,6,8,8,2,2,7,7,7,9,10,10
"22630","IS",8,8,7,7,7,7,8,7,3,3,7,3,4,9,9,9
"22631","IS",6,6,8,6,5,7,7,8,7,5,7,6,6,3,5,3
"22632","IS",3,6,8,3,3,5,5,9,0,2,3,8,6,6,5,5
"22633","IS",8,8,10,7,5,6,2,9,7,5,6,8,8,7,8,7
"22634","IS",5,7,7,3,4,7,7,7,6,6,6,7,6,7,8,7
"22635","IS",8,8,8,5,5,3,3,9,4,7,6,8,6,8,8,8
"22636","IS",6,7,8,4,4,3,6,7,5,5,7,8,7,5,4,5
"22637","IS",2,3,7,0,1,2,4,5,0,1,5,7,3,2,2,2
"22638","IS",9,9,9,7,7,8,8,10,7,8,9,8,7,8,8,8
"22639","IS",6,6,7,6,6,8,9,9,4,1,3,7,6,5,8,5
"22640","IS",7,7,8,7,6,7,8,8,6,6,7,7,6,7,7,7
"22641","IS",3,7,9,1,5,4,8,9,3,0,2,5,7,10,8,8
"22642","IS",5,6,8,6,5,7,7,9,4,3,7,7,5,5,7,6
"22643","IS",3,2,6,2,2,1,0,0,0,0,0,3,2,0,4,4
"22644","IS",2,2,5,5,4,0,5,0,5,0,5,5,8,0,1,10
"22645","IS",5,3,7,3,4,8,8,9,2,4,6,4,2,3,4,4
"22646","IS",7,7,8,6,6,6,6,8,3,2,3,1,4,7,5,5
"22647","IS",7,7,7,7,7,6,5,8,8,7,7,8,8,6,9,9
"22648","IS",0,7,7,5,4,3,3,5,5,0,2,3,3,10,10,10
"22649","IS",7,8,7,6,6,7,7,9,4,6,8,7,7,7,6,6
"22650","IS",7,8,7,4,4,8,5,6,4,1,6,7,9,7,8,8
"22651","IS",3,6,6,0,0,2,7,8,6,0,2,6,4,10,10,10
"22652","IS",8,8,8,8,7,6,7,7,6,7,8,7,6,7,7,5
"22653","IS",2,8,4,0,1,3,0,10,5,1,6,8,6,9,10,9
"22654","IS",4,8,9,4,3,5,8,9,0,0,2,10,6,7,6,8
"22655","IS",7,8,8,4,2,6,5,7,5,3,6,6,6,8,7,8
"22656","IS",6,6,8,7,6,7,5,7,2,6,4,6,5,7,7,7
"22657","IS",1,0,4,0,0,0,2,8,0,0,4,6,1,4,2,5
"22658","IS",7,9,9,6,6,8,6,9,4,7,9,10,10,7,5,7
"22659","IS",2,8,8,7,4,2,3,7,2,1,0,5,6,5,3,3
"22660","IS",8,7,9,7,5,6,7,10,10,8,8,8,7,10,10,10
"22661","IS",5,5,7,5,5,5,6,5,6,3,4,6,4,6,6,7
"22662","IS",8,7,8,7,7,8,8,8,7,7,9,7,5,7,3,6
"22663","IS",7,9,9,7,7,7,8,10,9,4,8,7,6,8,9,10
"22664","IS",1,1,2,1,1,3,3,7,2,0,0,6,4,3,4,5
"22665","IS",6,8,9,4,4,7,8,9,7,5,5,7,4,8,9,9
"22666","IS",6,4,7,5,6,7,7,8,7,6,7,8,6,7,6,7
"22667","IS",9,7,7,7,7,8,8,9,5,3,3,7,6,8,8,8
"22668","IS",4,6,8,3,3,9,9,9,9,3,5,3,2,8,8,8
"22669","IS",4,7,8,3,3,5,7,8,3,3,4,6,4,8,8,7
"22670","IS",2,4,6,2,0,4,4,2,3,2,2,5,4,7,7,7
"22671","IS",5,5,7,5,7,9,9,8,4,6,8,9,8,8,10,7
"22672","IS",7,6,5,4,5,8,5,7,4,5,8,6,5,9,9,8
"22673","IS",4,7,7,1,3,7,9,7,2,1,8,9,6,7,7,7
"22674","IS",7,9,9,5,5,1,5,8,7,7,8,8,6,7,3,3
"22675","IS",8,8,9,7,4,8,8,8,4,5,6,6,6,9,8,8
"22676","IS",1,1,0,0,1,2,2,7,1,0,2,6,6,10,10,10
"22677","IS",2,6,9,2,2,7,5,7,1,0,3,4,4,8,8,8
"22678","IS",7,9,9,5,5,7,9,7,4,4,5,6,7,8,9,9
"22679","IS",8,9,9,8,6,7,9,8,7,7,7,8,8,7,8,8
"22680","IS",10,10,10,8,8,8,9,9,8,9,8,9,7,7,7,6
"22681","IS",6,7,7,4,4,7,7,7,4,1,3,0,3,9,9,9
"22682","IS",7,8,9,3,5,7,8,9,5,4,7,8,6,8,9,9
"22683","IS",4,2,8,3,4,5,5,9,8,5,9,7,4,5,8,10
"22684","IS",6,8,8,6,6,8,8,8,4,4,9,7,3,9,9,6
"22685","IS",7,8,9,7,7,8,6,8,9,6,8,7,7,6,9,9
"22686","IS",8,7,7,6,7,8,8,8,5,5,6,7,4,7,9,9
"22687","IS",4,5,6,3,3,8,7,8,2,1,7,8,3,9,10,10
"22688","IS",8,4,6,7,7,5,7,10,7,5,5,7,5,7,5,6
"22689","IS",4,3,2,5,4,0,7,4,0,1,3,5,0,5,8,5
"22690","IS",8,8,7,6,2,5,8,8,3,2,6,4,3,10,10,10
"22691","IS",0,3,7,0,0,5,5,9,0,0,1,4,3,4,5,5
"22692","IS",7,8,8,7,7,7,8,9,5,5,7,7,6,8,8,10
"22693","IS",7,9,9,7,6,7,9,9,7,7,9,7,7,8,9,8
"22694","IS",4,2,5,2,0,4,2,9,4,2,5,5,1,4,7,5
"22695","IS",6,7,7,6,6,5,5,8,6,4,8,8,6,8,8,8
"22696","IS",8,8,8,8,6,5,6,9,6,7,8,6,7,6,6,6
"22697","IS",7,7,10,6,6,8,9,8,6,7,8,7,8,7,9,9
"22698","IS",7,8,9,7,7,7,7,8,5,7,8,8,6,9,8,6
"22699","IS",5,7,9,6,6,6,7,8,5,3,6,7,5,6,6,6
"22700","IS",2,4,7,2,2,2,1,10,2,2,3,6,7,7,7,4
"22701","IS",7,8,9,6,6,7,8,9,5,6,5,8,7,8,9,9
"22702","IS",5,5,8,6,6,5,7,7,3,4,7,5,7,6,5,4
"22703","IS",2,3,3,3,3,5,5,7,1,0,8,6,3,10,9,10
"22704","IS",3,4,6,3,3,5,6,7,5,1,5,6,5,9,8,8
"22705","IS",1,5,7,0,0,0,0,10,3,2,3,4,2,1,1,1
"22706","IS",6,3,3,5,5,7,7,4,4,5,7,7,5,9,7,9
"22707","IS",8,5,7,7,5,5,6,7,4,3,7,6,4,4,8,7
"22708","IS",6,7,5,6,6,7,7,8,7,7,7,5,5,6,7,5
"22709","IS",5,6,7,4,4,8,6,8,3,3,4,6,6,10,10,10
"22710","IS",8,8,9,4,4,2,7,9,5,1,5,8,7,8,9,8
"22711","IS",5,6,8,2,2,7,7,7,3,2,5,6,4,5,6,5
"22712","IS",5,8,10,5,5,3,2,8,4,5,5,4,5,5,5,5
"22713","IS",6,8,10,8,7,7,6,8,7,6,7,8,7,7,3,8
"22714","IS",6,7,7,7,7,7,8,8,2,2,3,6,5,8,8,8
"22715","IS",5,7,8,5,5,3,3,9,8,5,6,8,6,8,8,6
"22716","IS",6,7,9,6,7,7,9,8,5,6,6,7,8,5,7,5
"22717","IS",5,5,5,8,8,8,8,8,5,5,8,4,6,8,5,5
"22718","IS",8,9,9,7,7,9,8,9,2,3,8,7,8,10,9,9
"22719","IS",6,7,5,5,4,6,4,8,6,4,8,5,5,7,7,7
"22720","IS",7,8,8,6,7,8,9,9,6,7,7,8,8,8,9,9
"22721","IS",6,5,6,5,3,5,5,9,5,3,5,7,6,8,10,10
"22722","IS",6,6,8,4,4,6,5,6,8,7,5,5,7,4,4,5
"22723","IS",3,7,8,2,3,5,7,9,3,2,2,8,4,8,8,7
"22724","IS",8,8,8,6,6,7,8,8,6,7,8,8,7,8,7,7
"22725","IS",6,9,9,7,6,5,9,9,8,7,8,8,7,10,10,10
"22726","IS",8,7,9,8,7,9,9,8,7,7,8,6,4,9,9,9
"22727","IS",5,9,10,7,5,3,5,9,7,5,7,7,4,10,3,9
"22728","IS",8,8,9,7,8,7,9,6,6,5,7,8,6,7,5,5
"22729","IS",6,8,10,5,5,5,6,9,6,7,8,7,7,6,8,7
"22730","IS",7,7,7,7,7,7,7,9,3,1,8,4,4,9,8,8
"22731","IS",7,8,9,6,6,8,8,10,1,4,5,7,9,1,6,10
"22732","IS",7,8,8,6,6,7,7,8,8,4,7,6,6,8,8,8
"22733","IS",3,4,5,5,3,4,2,3,4,4,6,7,2,6,6,5
"22734","IS",7,7,7,6,6,7,8,9,6,6,7,7,7,8,8,9
"22735","IS",6,7,8,6,5,6,7,8,5,4,6,5,7,5,6,7
"22736","IS",2,2,8,1,1,5,5,10,6,6,6,8,7,5,9,7
"22737","IS",5,7,8,5,2,0,7,8,0,2,6,3,6,1,8,5
"22738","IS",3,5,8,1,2,4,5,9,4,3,6,4,3,5,6,7
"22739","IS",7,5,7,6,6,7,6,8,5,5,8,7,6,7,9,8
"22740","IS",10,9,8,7,7,7,7,8,7,7,8,8,8,8,8,8
"22741","IS",5,8,8,2,2,5,5,8,5,5,8,8,5,8,7,8
"22742","IS",7,8,8,6,5,6,4,7,5,7,9,7,6,9,5,6
"22743","IS",7,6,7,7,6,7,8,9,6,4,7,8,7,9,9,9
"22744","IS",6,7,8,6,4,4,4,9,6,5,6,8,7,9,8,8
"22745","IS",7,7,9,5,5,7,7,10,7,5,5,8,5,7,7,7
"22746","IS",8,8,7,7,7,8,7,8,4,1,7,6,6,9,9,9
"22747","IS",2,2,4,1,1,1,0,4,4,2,1,3,0,4,7,4
"22748","IS",7,8,8,6,5,6,6,9,7,3,7,6,7,10,9,10
"22749","IS",7,5,8,4,5,7,7,10,3,4,7,2,2,7,7,7
"22750","IS",8,7,8,7,7,7,9,3,7,7,6,7,6,4,5,7
"22751","IS",7,5,5,7,4,6,8,9,5,6,7,8,4,6,8,8
"22752","IS",2,4,3,1,0,6,0,9,1,2,0,6,5,7,8,9
"22753","IS",9,7,9,6,7,10,10,9,3,3,8,8,6,10,10,10
"22754","IS",2,3,5,5,2,7,5,9,2,2,7,5,4,10,10,10
"22755","IS",8,8,9,7,7,9,9,6,6,6,4,8,4,6,5,5
"22756","IS",8,8,8,7,7,7,7,9,7,7,7,8,8,5,4,7
"22757","IS",1,7,9,1,1,0,3,8,2,2,3,6,3,7,7,5
"22758","IS",0,3,2,1,0,4,0,5,1,0,1,5,2,8,10,10
"22759","IS",6,9,9,7,6,6,6,8,6,6,8,7,5,6,7,6
"22760","IS",6,7,7,6,5,6,6,8,6,6,7,5,5,8,9,8
"22761","IS",0,10,10,5,6,8,0,10,8,7,9,7,6,5,8,10
"22762","IS",8,9,9,7,8,7,7,8,8,9,8,7,8,5,6,5
"22763","IS",6,6,4,2,7,7,8,6,4,2,4,4,5,8,9,8
"22764","IS",7,8,8,7,7,7,7,9,5,5,8,7,7,5,5,5
"22765","IS",7,7,8,5,5,7,9,7,0,3,7,6,4,8,10,10
"22766","IS",8,8,4,5,5,6,3,8,8,8,8,7,7,7,7,6
"22767","IS",7,7,8,6,6,7,8,8,8,7,8,8,3,8,8,8
"22768","IS",7,9,9,7,7,7,8,10,5,5,8,8,7,8,9,8
"22769","IS",3,6,8,5,5,6,7,9,3,2,3,7,6,8,8,7
"22770","IS",3,1,6,0,3,6,7,3,1,1,9,6,7,2,4,5
"22771","IS",8,8,10,7,7,5,6,9,7,7,8,8,6,8,7,7
"22772","IS",5,7,7,5,1,5,7,9,4,3,5,7,5,3,5,5
"22773","IS",9,9,9,6,6,6,4,9,7,7,7,7,8,8,9,5
"22774","IS",7,7,9,6,7,7,8,7,4,5,7,8,3,9,9,9
"22775","IS",4,3,3,3,3,4,5,3,2,2,3,3,1,4,7,6
"22776","IT",5,6,7,5,4,6,5,7,5,5,6,6,6,4,4,4
"22777","IT",3,6,6,3,3,7,7,8,4,2,4,4,5,7,7,7
"22778","IT",5,7,10,4,5,6,6,6,5,6,6,6,6,5,6,3
"22779","IT",8,4,7,5,6,5,6,9,7,8,7,7,6,4,2,3
"22780","IT",7,10,10,7,6,6,7,6,7,7,7,7,7,3,2,3
"22781","IT",8,8,8,8,8,8,8,8,6,2,4,4,6,8,8,8
"22782","IT",9,8,8,7,8,8,10,10,9,9,9,9,9,8,8,9
"22783","IT",7,8,6,4,4,3,6,5,5,6,5,4,6,5,2,3
"22784","IT",5,7,7,4,4,6,7,6,3,4,4,2,3,3,3,2
"22785","IT",5,6,6,4,4,6,7,7,3,4,5,7,7,6,5,5
"22786","IT",6,7,8,3,3,7,6,7,4,5,6,3,3,5,4,5
"22787","IT",5,8,10,4,4,6,6,7,4,4,4,3,3,6,5,6
"22788","IT",5,7,7,5,6,7,7,7,3,2,3,5,4,9,9,9
"22789","IT",4,1,2,0,0,2,8,1,0,0,1,4,2,0,10,0
"22790","IT",7,0,7,3,3,3,6,8,7,8,8,8,8,3,3,3
"22791","IT",5,8,8,4,3,6,5,3,3,2,4,6,7,6,6,6
"22792","IT",7,8,10,5,4,4,5,9,8,8,8,9,7,5,4,5
"22793","IT",5,6,8,5,5,6,7,8,5,5,5,7,1,2,3,1
"22794","IT",8,2,8,2,3,0,0,8,6,8,5,2,2,6,6,5
"22795","IT",1,6,7,1,2,0,0,5,3,0,0,5,6,0,0,3
"22796","IT",8,4,7,5,5,4,6,7,7,8,6,6,5,3,3,3
"22797","IT",6,7,9,6,6,3,2,7,4,7,7,5,3,3,3,2
"22798","IT",0,1,0,0,0,1,1,7,0,1,1,0,0,5,5,5
"22799","IT",7,8,8,5,4,8,8,7,7,8,8,8,8,4,5,4
"22800","IT",0,3,5,0,0,1,1,8,5,5,6,5,6,2,7,1
"22801","IT",3,6,8,2,1,4,5,7,7,6,7,4,4,6,6,6
"22802","IT",6,7,8,3,2,6,5,7,4,4,7,5,6,8,8,6
"22803","IT",2,6,8,2,0,4,1,8,4,4,5,5,3,4,2,2
"22804","IT",2,6,6,1,1,6,6,7,0,0,4,4,2,8,8,5
"22805","IT",7,9,8,6,5,8,7,8,3,6,6,8,6,6,8,6
"22806","IT",3,2,6,0,1,0,2,3,0,3,4,0,3,0,3,2
"22807","IT",6,7,8,6,6,6,7,8,0,6,7,6,6,6,2,3
"22808","IT",8,8,10,0,5,6,9,9,2,7,7,7,6,1,5,4
"22809","IT",4,6,8,5,4,7,6,4,5,5,5,4,1,3,4,4
"22810","IT",1,3,8,0,0,4,7,7,3,4,4,7,6,7,9,7
"22811","IT",5,5,6,5,5,5,4,8,6,5,6,6,5,5,5,5
"22812","IT",6,7,9,6,6,5,6,7,5,6,6,6,6,6,4,6
"22813","IT",0,7,10,0,0,0,2,8,4,0,5,7,5,3,1,3
"22814","IT",3,0,8,0,0,0,0,10,4,1,4,1,2,6,7,2
"22815","IT",5,3,5,5,5,5,6,4,3,4,5,5,6,3,4,4
"22816","IT",8,5,8,6,6,6,6,8,7,7,7,7,6,5,5,5
"22817","IT",2,5,6,2,2,5,4,7,7,2,5,4,6,7,7,6
"22818","IT",0,6,5,0,0,3,6,9,2,1,1,2,5,6,5,5
"22819","IT",2,3,3,3,3,3,3,6,5,3,3,4,4,4,5,5
"22820","IT",6,8,8,3,3,8,8,9,2,3,8,2,6,5,7,7
"22821","IT",7,7,7,6,6,6,7,6,6,5,8,7,6,8,5,6
"22822","IT",7,7,7,0,0,5,4,7,7,7,9,7,7,6,6,5
"22823","IT",2,6,7,1,2,3,5,7,3,3,5,1,4,6,6,4
"22824","IT",7,9,10,4,4,5,6,8,7,7,7,7,7,3,4,2
"22825","IT",6,5,7,3,3,4,3,7,5,4,4,6,3,5,4,5
"22826","IT",6,4,8,4,5,6,6,7,5,7,4,4,7,4,3,4
"22827","IT",5,7,7,3,4,6,6,7,3,4,3,5,6,2,2,2
"22828","IT",8,9,9,6,6,8,8,7,6,4,8,7,6,6,2,4
"22829","IT",7,7,7,3,3,7,8,8,5,2,6,6,6,7,7,7
"22830","IT",0,5,5,5,5,5,4,6,4,4,4,4,6,4,5,2
"22831","IT",5,5,6,4,4,3,2,6,4,3,5,6,3,4,2,3
"22832","IT",5,5,7,5,5,5,7,5,4,3,4,1,5,7,7,6
"22833","IT",7,7,7,4,5,6,6,6,4,6,6,3,5,5,1,3
"22834","IT",3,8,8,3,3,3,5,6,2,6,4,6,7,5,2,3
"22835","IT",7,8,8,6,5,7,7,8,6,4,6,6,5,10,10,10
"22836","IT",4,3,5,2,2,3,4,8,6,5,6,5,8,5,6,4
"22837","IT",7,7,8,6,6,6,6,10,5,7,7,7,5,5,3,4
"22838","IT",7,8,8,6,6,7,7,6,2,5,5,6,6,5,5,3
"22839","IT",2,2,4,0,2,2,2,1,0,0,0,0,2,2,2,2
"22840","IT",0,0,0,0,0,5,6,5,0,0,0,0,0,5,2,9
"22841","IT",5,5,6,2,2,3,3,4,4,4,3,5,5,2,4,4
"22842","IT",8,6,7,6,6,6,5,7,6,8,7,7,5,4,4,4
"22843","IT",4,7,8,3,3,8,5,8,4,4,3,3,2,4,4,5
"22844","IT",2,3,3,1,1,5,5,7,4,1,2,2,3,6,6,6
"22845","IT",6,6,5,4,3,5,5,6,7,7,7,7,8,8,7,9
"22846","IT",7,8,8,5,6,6,6,8,6,6,6,7,4,7,6,5
